2016-Dec-07 15:05:10,EnergyPlus Completed Successfully-- 0 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  0.31sec,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.idf,C:\EnergyPlusV8-6-0\WeatherData\USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A,,,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1AMeter.csv,,,,,,,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.rdd,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.mdd,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.eio,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.svg,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.dxf,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.mtd,,,,,,,,,,,,,,,,,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.shd,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.audit,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.bnd,,,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.eso,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.mtr,,,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.rvaudit,,,,,,,,,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.err,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.csv,
2016-Dec-07 15:24:46,EnergyPlus Completed Successfully-- 0 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  0.29sec,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.idf,No Weather File,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A,,,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1AMeter.csv,,,,,,,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.rdd,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.mdd,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.eio,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.svg,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.dxf,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.mtd,,,,,,,,,,,,,,,,,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.shd,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.audit,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.bnd,,,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.eso,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.mtr,,,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.rvaudit,,,,,,,,,,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.err,C:\EnergyPlusV8-6-0\ExampleFiles\BasicsFiles\Exercise1A.csv,
2018-Nov-01 22:52:47, EnergyPlus Terminated--Fatal Error Detected. 1 Warning; 1 Severe Errors; Elapsed Time=00hr 00min  0.62sec,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.idf,E:\research\gym-control\multiple\eplus_env\envs\pittsburgh.epw,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV,,,,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAVMeter.csv,,,,,,,,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.rdd,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.mdd,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.eio,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.svg,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.dxf,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.mtd,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAVZsz.csv,,,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAVSsz.csv,,,,,,,,,,,,,,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.shd,,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.audit,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.bnd,,,,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.eso,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.mtr,,,,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.rvaudit,,,,,,,,,,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.err,E:\research\gym-control\multiple\eplus_env\envs\5ZoneAutoDXVAV.csv,
